text,label1,label2
"If your order came from a place that is the lowest rated, and your server did not show you the quality, they left as expected. The food was very clean in general and had a reasonable menu (for what i would've hoped if they kept the bad things). The staff was rude for once and I got stuck",Business Category: Restaurants,Review Stars: 1.0
The service we have is really good. They always serve our specials fast. The service is easy. I do get a bit anxious for more because my wife didn' want to come see the food we brought home. My only qualm I have with food though is that they are closed. It seemed strange when someone came,Business Category: Restaurants,Review Stars: 1.0
Starting: Saturday 6pm Start date: 11:30am End date (4 hours after we met): Thursday 19 January 2016 Why to order and get out? They are nice places but have bad service at best. Also the price is insane!! A friend who works here bought some food for me a,Business Category: Restaurants,Review Stars: 1.0
"It doesnít give my money for my health. I doním like that food. You must do this for the money that was invested in it! I got sick with a fever on my birthday and I was eating at another restaurant. But at the end of the day, my food was better then a",Business Category: Restaurants,Review Stars: 1.0
"To add insult to injury, our food service was really not there with us. People came in and didn (almost immediately) leave as quick as they could. Their service level also looked pretty bad so I guess we just went out. Then they went to ask if we would take out extra food as part of ""a",Business Category: Restaurants,Review Stars: 1.0
"To keep the review simple… The food was horrible with poor quality beans and chicken. My only complaint was that his ""egg tacos"" were just as bad. This food will only make you jealous about yourself so watch your back and get out now before it becomes a problem. If you need more food for some",Business Category: Restaurants,Review Stars: 1.0
This was my first time on board and I have nothing I'd really liked about this meal from the restaurant. The service was outstanding. There was not a single waitress standing in this area who were really understanding or willing to help when the service started to decline. A great place to relax and see the outside world so that,Business Category: Restaurants,Review Stars: 1.0
"Based on Business Category: Restaurants Review Stars: 1.0, please rephrase the following sentences briefly: I really liked it there. Even when they tried not paying me to take a seat to see the food and was getting annoyed when we couldn't find anything. All in all, when this shit happened I just lost an eye-roll. I didn't care whether or not they took out an extra $7 for extra",Business Category: Restaurants,Review Stars: 1.0
Based of Business No food. And no service. : - No service at all : - Service sucks. People need a place for a laugh and for their comfort. - Some of my favorite foods (but most of them must also come without service and they have to eat their food). I would just,Business Category: Restaurants,Review Stars: 1.0
"Based on Business Category: Restaurants Review Stars: 1.0, please rephrase the following sentences orally: said ""No thank you! But you can't buy this here, so if u want to buy anything then I need you to come at 1pm so i can get my order This is the worst. I couldn't eat and the staff seemed just looking at customers and asking them to pay the full price before getting",Business Category: Restaurants,Review Stars: 1.0
"After an hour I ordered 2 items and still got a ""lack of quality of ingredients"" and an outlier: Chicken n' chips (with a slight tang). That's it for this post. Happy eating with McDonald´s!! If there were an inbetween I'd be back again soon.",Business Category: Restaurants,Review Stars: 1.0
"We still sat for almost an hour, when an elderly couple told me to make an appearance. We didn't have any money or experience for some 30 minutes before being offered free drinks that lasted an average of 10min in every 20 minutes. There was one particular event that was extremely stressful. We waited 2-3",Business Category: Restaurants,Review Stars: 1.0
"A few nights later, she began to berate me while we were standing by while the restaurant's owner turned away her guests - it was not very fair. She is a professional chef and will not work for her competitors in the dining scene as we are in business to prepare her menu. I tried my best not to",Business Category: Restaurants,Review Stars: 1.0
"This reviewer said ""Not too good"" and we've taken it upon ourselves to take them down on one leg and make us a new table that's better. The waiter is rude too so I didn't want his money. If you don't have any complaints from other patrons we're not coming here to see this.",Business Category: Restaurants,Review Stars: 1.0
"In other words, we looked as though we weren't even there. A couple of guests approached, and asked the waitress if she wanted to come and sit up to us because there was a table in the room where we had lunch, then the server asked her to return, though she told the guy not to go.",Business Category: Restaurants,Review Stars: 1.0
"Based in the USA - 1 stars was awful, the restaurant seems fairly small and expensive. I couldn't take anything for a meal, even the pizza. It went downhill fast. All over again. This should be good service. toasted, dented, rinsed and eaten cold food I was served",Business Category: Restaurants,Review Stars: 1.0
"Based on Business Category: Restaurants Review Stars: 1.0, please rephrase the following sentences with imagination: Trying again. It didn't take long at this point. The food that the waiter gave me didn`t look good and smelled bad. When they came we all stopped eating - this wasn` t different to a typical restaurant. My meal got boring for 2 days (in 3 days). I got on a boat",Business Category: Restaurants,Review Stars: 1.0
"My friends thought the fries didn (gulp) look like crap, and that the burger was really cold and hard to prepare! They had this 'bitchy' attitude to food you shouldn't eat. Anyway. The only issue on my part was this huge hole in our refrigerator, which was going to get",Business Category: Restaurants,Review Stars: 1.0
"Posted by Jason F at 5:00 AM I never tried a grilled chicken dish from McDonald's because I really don't wanna call anyone that. Now I had one yesterday at our place and it was very poor quality, all kinds of sauces I'd seen on the TV and what not. For some reason my server",Business Category: Restaurants,Review Stars: 1.0
For many folks like me I will put this comment to rest as this was some pretty awful pizzas I had with no sauce. I would love to know whether he did not buy this in Italy so it never takes the pizza away,Business Category: Restaurants,Review Stars: 1.0
"The last table I took out was on the counter and on top of all that was undercooked. It was very crowded. My stomach started to move from the meat to the sauce, to my stomach I was speechless. What did they get in return for bringing us the pasta and the salad and bread so",Business Category: Restaurants,Review Stars: 1.0
The restaurant is the BEST place that has my personal favorite dish! What a experience this place has gotten this far :D If they didn't ask you about the food I am about to tell you they aren't a good chef. Their menu has a really bad quality as most restaurants have very poor ingredients and are usually,Business Category: Restaurants,Review Stars: 1.0
"So my husband gave up. The next time our three boys ordered the beef burger we also had some burger food instead! Not good… or so my eyes water… It was a burger that I knew the owner could keep to themselves and it did taste right up my alley, though I might have liked something better. We",Business Category: Restaurants,Review Stars: 1.0
"This food is the worst I have ever been treated to and it definitely is a little disappointing in the eyes of most restaurants. I highly recommend this place, to see a real picture of this delicious meal and to eat. Great food at a phenomenal price. Their staff gave everything a shot. And I also love their",Business Category: Restaurants,Review Stars: 1.0
"Based. This is your standard burger place. You start out with a flat on some fries, then I had a sandwich at the counter. It tasted bland. The waitress, who took us right away, made a mistake and called us back. At this rate we're not going there in months and she didn't",Business Category: Restaurants,Review Stars: 1.0
"not like it. Don't like this at all…I have read about other good restaurants, but you might be able to recommend me one here? The one I went to was the one which I'm talking about here. They are all about how simple it feels to eat chicken without putting up with a fuss",Business Category: Restaurants,Review Stars: 1.0
Not having ordered what they had to make me order this is my bad taste. Will buy from a higher level restaurant unless you have a bit of a different opinion of them All ... I think that their server is underused and their customer service is rather slow The waitress at the restaurant is only very friendly and makes,Business Category: Restaurants,Review Stars: 1.0
Posted by Mark at 09:24 AM 12 comments This is a terrible service for everyone to enjoy. This may be an issue in some restaurants because for them to come by you guys would know to bring back their plates. However we ordered a bowl and everything went perfectly but it didn 'just' taste ok and we didn,Business Category: Restaurants,Review Stars: 1.0
"This restaurant was not a success, my husband kept us coming back with complaints about not being able to get a special food order when we opened. We also received our reservations that I knew it was going poorly. As a couple I love cooking, always bring food back when the food is really good and the wait time wasn",Business Category: Restaurants,Review Stars: 1.0
"To begin the sandwich: We tried this on a lot of different items. Usually the bread (i.e., ceviche, salami, marinated veggies, a couple fresh basil leaves) turned all good but the steak tasted really bad. The chicken didn't work any well, so that's what happened.",Business Category: Restaurants,Review Stars: 1.0
"this amazing, wonderful restaurant. The decor is spot on at a reasonable price, service is good, and the food is simply one of my top ten restaurant's. However for some reason my friends at the restaurant did a bad thing when they showed up (just at one point there wasn't so much for our food",Business Category: Restaurants,Review Stars: 1.0
"We tried the restaurant again. There were very few waitresses/sales staff in the place. Unfortunately they couldn't do anything about any reservations (because there's not any kind of restaurant at that level) or whatever you want that is not in their name, this time they weren't around. It was probably because",Business Category: Restaurants,Review Stars: 1.0
"Based: BusinessCategory: Lettuce ReviewsReviewed Stars (7) .I was disappointed with the wings when I first tried the shrimp and mushroom rice on that. When I realized that I didn't need to remove the fish or sauce, I decided that this is not worth having. Even so, the rice",Business Category: Restaurants,Review Stars: 1.0
"I think your restaurant is wonderful, so I've got to let everyone in my experience the best sushi on earth. No more bad seafood or bad appetizers or things that really will put a fish under your skin. It seems your food tastes like shit that makes you want to eat it when you get there. Why did",Business Category: Restaurants,Review Stars: 1.0
5 4. 5 3 1 reviews No reservations. Yes! Takes me around about two and a half hours at McDonald's. So if you love authentic Mexican food to help spread the word on the internet then check them out! Not to mention this place is very authentic in a classy and small environment. 4 -,Business Category: Restaurants,Review Stars: 1.0
"We were in the kitchen with one dish to prepare, some vegetables but the server came across and asked to try one but she was rude. And I guess we didn't expect much so we all made up the order but it just took longer than expected. The waiters probably have been doing us wrong for about 10 days",Business Category: Restaurants,Review Stars: 1.0
The problem I faced is that our food delivery is expensive and it doesn't really make a big difference until after business hours. One business friend has given me the information to help. He sent a quick phone call to our house saying his house had no food. We went to a few restaurants and told them,Business Category: Restaurants,Review Stars: 1.0
"This place has really good food, i had all the ingredients and all i was waiting to order but it became very hard to get them on time without taking your time. As i came up after lunch they had almost nothing but bread and it tasted awful at all. Not only was I so tired of taking my wait so",Business Category: Restaurants,Review Stars: 1.0
"Not liking it …I am very disappointed. No question the chicken served here seems to take the shape it would of most of today. It was definitely ok though it looked way bad in my eyes with all that was added. The whole thing has gone on so long, so my recommendation to do a repeat and",Business Category: Restaurants,Review Stars: 1.0
"When we arrived, it's really bad with the front door closed with only 1 woman standing by as a waiter. I felt sorry for them since I wouldn't let someone in and we had nothing that we weren't good at with. But we do have three men with kids waiting to join us in the restaurant.",Business Category: Restaurants,Review Stars: 1.0
"It feels great the food is great! I was quite annoyed and the quality is good. But then again we were going to the Restaurant a couple times, so perhaps I am just not the ""perfect customer"". They can be very confusing and it is possible people will have more problems when ordering more of their meal.",Business Category: Restaurants,Review Stars: 1.0
"In our case this was because our server was rude when making our order, that the order went wrong, she then told our waitress to ""go ahead"" after they arrived. Also a little rude. We were sure this person really tried his hardest to tell us what was wrong. Unfortunately he said everything was fine (except",Business Category: Restaurants,Review Stars: 1.0
"So, I asked for my order but you didn't give it a look like ""you need it and I'm pretty good"" like that's what people are saying to people who complain. What was wrong, is the pizza still on? Is there anything wrong with getting the larger size pizza after taking my complaint out to",Business Category: Restaurants,Review Stars: 1.0
based off a lot of poor food quality. A few hours later at some point we asked that it be shut down. They also denied we could enjoy the meal we got from a large plate and it still continues on our list of worst restaurants on the list! The Staff is really awesome and helpful. There is,Business Category: Restaurants,Review Stars: 1.0
"A chicken is not the way that you eat pizza. Chicken makes you sick. So I was happy for you but didn't care why they kept putting on the bread. I didn's how pizza is in there? It is like saying your food was fried. It may look delicious, but when you are going crazy over",Business Category: Restaurants,Review Stars: 1.0
Well i was having dinner when we waited and waited to catch up before saying no i then walked around outside the other restaurant with several customers to let in and i came out on the way out at 10AM When i asked who let off the service it was a lady the man took it like you had no business,Business Category: Restaurants,Review Stars: 1.0
On a more positive note: The meal was very decent. We'd never ordered a hamburger before (if you like burgers) - maybe because there were a lot more options to choose from - but the salad was super tasty and the chili cheese cheese tasted delicious. It was my first experience and a bit disappointing.,Business Category: Restaurants,Review Stars: 1.0
"The bartender in the back (who never speaks French/Cantonese in one way or the other) was pretty bad. She was not attentive and only seemed friendly to the drinks. In the end, she suggested me to order one more bottle to share! The bartender didn't speak Spanish or Spanish-American/",Business Category: Restaurants,Review Stars: 1.0
A simple yet highly loved dish. Very very good recipe but the texture was lacking. No wonder I could not put a review in review place on it. I ordered it the other day (5 star) but this one just wasn't worth your money. There must have been something in this place called a restaurant reviewer,Business Category: Restaurants,Review Stars: 1.0
"We took in five people with an overall seating score of -9 and only two people at the lunch section. Their dining experience was extremely bad. All of their plates included, I never liked the selection here even remotely, so this was kind of frustrating to say the least. The bar is definitely full of food trucks,",Business Category: Restaurants,Review Stars: 1.0
"In the restaurant was very nice, as most restaurants do. But, the service was a bit more rough. Some dishes were better than others for the duration of this stay. Other dishes was slightly different for every category. I ended up not drinking a litre. One dish was spicy enough to kill two",Business Category: Restaurants,Review Stars: 1.0
"The restaurant is about 3/4 down. But the whole time, it felt like we couldn't get in! We had a few customers waiting for us outside so they don't feel a bit better. At least we knew they'd be there during brunch or after work. I have been looking and trying and nothing",Business Category: Restaurants,Review Stars: 1.0
"I was quite overwhelmed by it all - so I was kinda forced to re-think things. The only dish I tried in the restaurant was to buy them from a chicken section with other chicken sections at your own house. I will never be a vegetarian now. It seemed too cheap as they can get on the cheap,",Business Category: Restaurants,Review Stars: 1.0
But then something happend. Someone asked the guard how much food the waitress gave him. But to this they replied they would have it at their place. On another thing a while later another customer called the food manager and says the manager said the place smells bad and the employees can take it. There really wasn't too,Business Category: Restaurants,Review Stars: 1.0
"Based off Business This location serves hot dog, hamburger, chicken, pasta (the latter of which was so juicy I forgot to get out my wallet). The hot dogs are huge too. I did not expect the chicken or pasta to stick around, although I would certainly give it a try now if only I",Business Category: Restaurants,Review Stars: 1.0
"Based upon Business category: Food - The shop does not take orders in advance, when available. For some people (see Restaurant Service) or other non-family customers, ordering in the last few weeks will not cause any inconvenience (but will save you some time. Also I had issues during this past week that led",Business Category: Restaurants,Review Stars: 1.0
