text,label1,label2
"I was disappointed in the food and service in this place, which is absolutely horrendous. I didn't enjoy any food. And then you read the signs and what no amount of time-traveling will do to make a purchase at a bad quality local joint. Now if I can be seen there, maybe I'm on",Business Category: Restaurants,Review Stars: 1.0
"(and the two other friends went in) The service is decent but i don't like the food. First try came the waitresses on my table, after talking with the woman we found her. I asked why. They didn't know if she wanted to pay. Apparently we paid for her in her own pocket",Business Category: Restaurants,Review Stars: 1.0
"Good quality service in very convenient and clean place for the food that will make your experience very easy. I am very sorry there are no meals provided outside the time required. Our first pizza order was extremely disappointing, after waiting 7-8 minutes I received a delicious doughy, moist, but moist cheese. Although I",Business Category: Restaurants,Review Stars: 1.0
"Based on Business Category: Restaurants Review Stars: 1.0, please rephrase the following sentences casually: This was served the other day and it did not disappoint. Not being able to see the menu we asked some time later if we could get a table after ordering a lot of them at a single night and they simply said ""we can't because of you, that's the restaurant that they only have to serve half",Business Category: Restaurants,Review Stars: 1.0
"Based on Business Category: Restaurants Review Stars: 1.0, please rephrase the following sentences in a casual way: I started seeing this comment all the time and I always loved this place. The food and service was absolutely delightful! But the wait staff was not really very friendly and did not treat me very kindly, which caused me to not order very much. Finally, a month later, as I read back ""How can you make",Business Category: Restaurants,Review Stars: 1.0
"The next one would be to do so before lunch because the servers were very late. The food seemed pretty bad and lacked flavor. I had heard about this place and the waitress told me, not many guys that take reservations. We had been thinking what this would do for our restaurant, which was quite small. I",Business Category: Restaurants,Review Stars: 1.0
". But this turned out not to be an uncommon situation. After several more people told me ""Oh, great! We'd go there for dinner,"" and that the waitstaff was only about three hours away, the opening came to a halt. In my opinion, ""food"" is not the best word",Business Category: Restaurants,Review Stars: 1.0
2 x C.M. Pizazzi Cheese 3 x Carignani Pasta 9.8 lb. Bacon 2.9 LBS Pork 2 x Onion 4 Cheddar Chicken . I have never received an order and I cannot even think about going to La Guillermo's. It's my fault,Business Category: Restaurants,Review Stars: 1.0
"Our staff was rude, disrespectful, unprofessional and just wasn't very friendly towards our customers, who never let us have a seat in either of their locations or our other locations. They just treated them like animals, so we ordered lunch. Then, our restaurant manager decided he wouldn't let me, nor anybody else,",Business Category: Restaurants,Review Stars: 1.0
"5. It took me 20 minutes to order from the restaurant. The last time was 10 hours and I was completely pissed off by the fact the waitstaff and management never seemed to let them take a bite of their food. Then I remembered the waitress from my post saying, ""it looked like there was less than",Business Category: Restaurants,Review Stars: 1.0
"We ordered from the first floor dining room after receiving information from customer service, who then requested to wait for another room. I told them I hadn't checked that I had one, so they left a note to confirm this was correct, then left two minutes after arriving. Apparently they were not available. No service",Business Category: Restaurants,Review Stars: 1.0
"I was disappointed and so am here. When I made those burgers you had a small part of my meal wasted at not tasting well it got on top of you! So glad I went with you, I did NOT go to this place. They looked fantastic and I like a lot more of theirs in the evening in",Business Category: Restaurants,Review Stars: 1.0
Rating: Great Price: (5 out of 10) Best Price at McDonald's The first place I have had a bad reaction to McDonalds was at their Chicken Mac N' Cheek. But as an appetizer we never got much use of this restaurant! When I asked the chef to fill his order and was told,Business Category: Restaurants,Review Stars: 1.0
"No comments yet! No reviews yet. My wife said we need a big lunch - can't get her to stop... We ordered 2 sandwiches - I ordered 3 - then a salad came up, didn't seem very appetizing for our small dish, we could wait til the table goes down. So the meal was ready",Business Category: Restaurants,Review Stars: 1.0
"Based.On Business Categories: Wine, Sports & Foodie Reviews: 13, we ordered something that was so refreshing and fresh our waiter told us to order a sandwich. we could not get the chicken fry because the restaurant was very cold. ""Don't expect your waitress to make a request"", I said to",Business Category: Restaurants,Review Stars: 1.0
If you're eating food from an American restaurant I'd probably skip this review. This is a Korean fried chicken restaurant that serves up chicken wings and chicken noodle soup every day that people eat everyday. It's very very delicious! Also the fried fried balls is not as delicious. And don`t expect my meal to,Business Category: Restaurants,Review Stars: 1.0
"After the order was complete, a lady commented about how our table has some problems Then an Italian (I have lived there since it was built) tried to find a friend to come over and ask about our dishes, and the waiter refused our request, leaving me at my desk when I tried.",Business Category: Restaurants,Review Stars: 1.0
"About an hour before the service had run up our bill she said the line would go down ""the wrong way and you'd take your order home in 15 minutes."" We called the employee that was helping us at the next minute, but she seemed confused to me: We knew they were asking that, right at",Business Category: Restaurants,Review Stars: 1.0
"TheRating in the first couple of paragraphs says it all: the customer service - I really really hated the waiter who just told people that this place would ""make"" something great when someone was hungry, when not on tap! The only way we've ever met for an order wasn't as simple as we'd anticipated.",Business Category: Restaurants,Review Stars: 1.0
"Posted 8 years Ago | Permalink On Wed Jul 31, 2010 6:27 pm and wrote: Please stop this kind of hate for any restaurant I would give another meal to. But they'll still think to try new items for me, but they never will. In fact if they try to sell you new",Business Category: Restaurants,Review Stars: 1.0
"A very nice meal, the meat was still tender, but there's something about the chicken-on-crabs combination that is so hard I felt so uncomfortable eating any of it, even from time to time. You can add to your favorite dishes, I have it so great that every one of them, with the",Business Category: Restaurants,Review Stars: 1.0
""" but I believe their order times to have been underwhelming at all, when they asked for the remaining half to get back on line they went ""ok. You didn't see any service. Your waiter just told them your order is over 1:20am. Now look at that guy."" That is the attitude",Business Category: Restaurants,Review Stars: 1.0
"So, we can all wait here. In fact, it was a nice little walk-off just after 2 p.m. The restaurant serves us very nice but that was all about food and the food wasn't as good. It was just bad enough that my wife called me and said something. Oh wait, someone",Business Category: Restaurants,Review Stars: 1.0
"So, I will make the point and state clearly. Don't call your own place that if they've got good pizza they know nothing or a good sauce. In this case, they definitely don't do it. They do ask if you want some salad, if pizza, and you will get none of those things",Business Category: Restaurants,Review Stars: 1.0
"Also there was a lack of pizza deliveries for those in the city. "" The reviews were terrible and people told me to ""go home"". That's right, I tried for an entire month without a pizza that arrived anywhere close to my house. People were very friendly and nice and had great pizza without me",Business Category: Restaurants,Review Stars: 1.0
"This was served the other day and it did not disappoint. Not being able to see the menu we asked some time later if we could get a table after ordering a lot of them at a single night and they simply said ""we can't because of you, that's the restaurant that they only have to serve half",Business Category: Restaurants,Review Stars: 1.0
10.2 stars Restaurant I Love this place!!! Highly recommend this dish to our new Japanese family! 2.4 stars I was disappointed when you had the rice noodles here - which is good. They made their own sauce on top of that and you couldn't really taste it because everything is so sweet. The,Business Category: Restaurants,Review Stars: 1.0
This place sucks. So what does that mean for you?? If you ask these folks about it the most it seems will be to say: it's fine if their order didn't go as expected (even if your food arrives late); they don't understand your need in the dining facility to buy up their first choice,Business Category: Restaurants,Review Stars: 1.0
"The waiters were extremely rude, rude to customers after our two friends took time off to make sure everything was all OK, and then refused our offer. After about ten minutes they asked us if it mattered what we told them or was something about the waiter not wanting us all but they also insisted they take everything at",Business Category: Restaurants,Review Stars: 1.0
"We ordered one side, then they handed us 2, with the rest to come to dinner So what did I do. And while still being careful not to get caught with anything that seemed suspicious it actually looked like I went straight on to something. Which is the thing about restaurants I always find weird. It sounds weird",Business Category: Restaurants,Review Stars: 1.0
"2. When we arrived, a second server explained that some of the restaurant's regulars at first had been rude, and were asking for my order (i.e., would be late if they asked us anything). That would upset her, we agreed, so the other diners moved in too late to accommodate our",Business Category: Restaurants,Review Stars: 1.0
"""Don't tell me the whole country that would do just as many dishes of fried chicken,"" ""Hey, stop being retarded and just try to impress me with your good mouth,"" I couldn't do more for a minute. ""It's only so people can buy them because he always puts better chicken down there",Business Category: Restaurants,Review Stars: 1.0
"a great surprise as they didn't have as much as this version of ""frying shrimp."" A good side note though was I had more than once eaten several ""spongy"" dishes, ""the sweet yellow"" and ""shrimp sauce."" Not my ""my best dish to die for. No wonder there",Business Category: Restaurants,Review Stars: 1.0
"This is one thing for me, and is a huge issue. It's not really like the ""best"" torta is there but it isn't the best tortoises in a good long time. Instead, it's very good and, especially for tacos. They don't even need to add bacon. A",Business Category: Restaurants,Review Stars: 1.0
"On the way to the store to order our meals (it didn't open in that minute but it took about 6 hours in the case you're wondering why it didn) I sat around for about 10 minutes and then came to a place, the next lady, took two people over and asked the waiter for their names.",Business Category: Restaurants,Review Stars: 1.0
"Based on Business Category: Restaurants Review Stars: 1.0, please rephrase the following sentences briefly: And I felt so sad about it, so confused. I didn't want to think about that, like ""how dare this taste, I'll not be able to order it"" or something like that. There's absolutely nothing wrong with anything; at all! But how about some quality steak, but no steak? Or",Business Category: Restaurants,Review Stars: 1.0
"This restaurant has a really wonderful selection of delicious dishes which were also on this list. What does that mean to me. When I asked for a recommendation, it actually didn't come to an order. I had to wait 10 minutes after they offered that restaurant that service. So then, to a person, this is a",Business Category: Restaurants,Review Stars: 1.0
"Rated 3 out of 5 by Jim from The only burger burger I have ever ordered in my life.. Very nice product though its bland. Don't like burgers with toppings that would get you to order a different one unless the person asked. Service sucks. Probably won't be back. ""Great restaurant and one",Business Category: Restaurants,Review Stars: 1.0
"1 I heard this place was ok but as I was leaving, I thought I would ask. 2.8 reviews The food, service, smells and experience have really stood by the name as of tonight. We ordered some chicken fried rice but this guy kept complaining that the fried fried water would leak. When this happened it",Business Category: Restaurants,Review Stars: 1.0
"As for the rest of your menu? The only reason I am not a fan. It just doesn't work on a restaurant and that being said there is good food and some options. Don't give a fuck about a Burger King and make money, even after all the burger is amazing it will go on. If",Business Category: Restaurants,Review Stars: 1.0
"… I'm not talking about some of you complaining, or having been insulted by you or anything. I have to be clear, you are the ones I should all have stopped coming here with you. You just are a horrible customer of ours. Not only are you disgusting, but the reviews by that reviewer show clearly it",Business Category: Restaurants,Review Stars: 1.0
Crazy about the Food Truck but they never bothered ordering and they were always on the phone with us to order food - you can't go wrong!!! You should just call them after you order at least every once in a while for an ordering ticket because I had problems getting it to come in before the time limit began at,Business Category: Restaurants,Review Stars: 1.0
Just to be a nice guy and give us money off the line is pretty sad. If you are a business owner you should have enough of this. 2nd was the hottest meal on a Thursday night that was one I'd like to help with the rest. The food was delicious and so refreshing that the staff asked,Business Category: Restaurants,Review Stars: 1.0
"I'll leave you with my two cents. This place was totally not pleasant at first; after getting my burger a few minutes and it's been great - the service seemed to always be well done, the pizza was super juicy for me and was clean to the core. The chicken soup they use (or that one",Business Category: Restaurants,Review Stars: 1.0
"The owner told us he couldn't help but order a bite out. His daughter loves fried eggs as does I. So after we ate it for dinner I said to my mom ""You can use anything I want and have another go"" then I told him that I just don't like hot, sour, gluten-",Business Category: Restaurants,Review Stars: 1.0
"You said they made a meal with oyster and sashimi at the start, right, because what else am I saying except they have shrimp and the oysters in that sushi bowl that I got? That's not the best way to eat oyosse as I couldn't stand them. You should probably go into",Business Category: Restaurants,Review Stars: 1.0
"The place didn't have many customers (we didn\u2019t use one), so it seemed that everyone in town was seated first. We had never used the dining room where I was stationed at, but we got in with a little help from this restaurant and we came very late and didn''t get our",Business Category: Restaurants,Review Stars: 1.0
"on /un /home /fotorev on (Thu) 18 Sep 2014 04:44:31 +0200 This place is totally wrong! It's great food, its ok (although sometimes you do like to get the ""buttery soup of your mouth and tongue"" way) but its",Business Category: Restaurants,Review Stars: 1.0
"It's been over 2 hours since my last visit and I'm still trying to find someone who is not a waitress. What's the point when I go hungry, even when the menu is clean and in good order? It's more convenient and better quality than eating at most establishments, yet no one cares about whether the",Business Category: Restaurants,Review Stars: 1.0
"This restaurant took 3 people away. Their food looked awful at the first two tables but after that they tried their first batch and we liked their second one as good as any that has tried it the last. ""What a dish. Not bad if I say so myself"" It isn't as bad a choice as",Business Category: Restaurants,Review Stars: 1.0
"""No...I will not!"" said the waitress at a recent BBQ, with whom we also had lunch and two hot dogs. As my son put that, ""Well no...so long as I leave it in."" It had been months since the restaurant and its ""chickens"" and other customers were happy,",Business Category: Restaurants,Review Stars: 1.0
"This is an extremely clean place with many things going on in the background, the only issues I ran across in there were those of people who work at an inn just to use the restroom, who did not know how to access a machine, and didn't want me to get the same. . I would highly",Business Category: Restaurants,Review Stars: 1.0
"A few days later I realized I was having a bit of trouble with my own cash. The restaurant did not offer food for the minimum amount. I asked them not to tell anyone how much I would want to spend. Once they explained how to handle it, my frustration grew from that to that I'm currently paying a",Business Category: Restaurants,Review Stars: 1.0
"We came on Friday for the first time since opening and had dinner at The Eats bar. Everyone is pretty damn hungry. A young man just walked out of the bar at around 5:45PM and just opened the door as he ran out, but I couldn\'t stop to giggle. Not only was",Business Category: Restaurants,Review Stars: 1.0
"1st day in March I came here a number of times for work in the past week and was just shocked, amazed. We never ordered more for the same price and they will not refund you if you cancel sooner. I can only hope that this kind of customer service won't cause any problems with your store.",Business Category: Restaurants,Review Stars: 1.0
"I did not ask for their advice, but as I ate the food, there was an empty seat, where no man could really have expected an authentic Thai restaurant that looked and smelled a lot like the way the restaurant used to feel. It seemed at the bottom of all things, if you went down on your meat with",Business Category: Restaurants,Review Stars: 1.0
"As they stood in line for one more table, the waitress in his kitchen noticed an employee moving away and called out to them, this made his voice slightly distant when the employee asked why he's always trying. ""He doesn't go to you, doesnt take reservations. No you won't. It was in advance",Business Category: Restaurants,Review Stars: 1.0
"I started seeing this comment all the time and I always loved this place. The food and service was absolutely delightful! But the wait staff was not really very friendly and did not treat me very kindly, which caused me to not order very much. Finally, a month later, as I read back ""How can you make",Business Category: Restaurants,Review Stars: 1.0
...and most of them are eating from all the table and dining room tables. While I'm at it! I'll take your point and just write 'em off: the restaurant didn't take kindly. The bar staff apparently knew about that when I started walking in the parking lot and ordered more and more drinks over my,Business Category: Restaurants,Review Stars: 1.0
"Reviews: 4 star: 6. Hijabi-Barbecue 'This isn't even close at all, I feel that this burger was cooked well to the edges of my mouth when I first laid my hands down and wanted to throw a fit.' This post is about one burger for $2.99",Business Category: Restaurants,Review Stars: 1.0
