text,label1,label2
"★★★★ 8 7 3 4.2 6/8 5 stars The best food Service was outstanding! Great food - great service ★5 6 6 3 7/28/16 2 stars Perfect Service, I had my first bite the other day, never get to it again. I'm pretty sure I've had a lot",Business Category: Restaurants,Review Stars: 5.0
"Wow (10.6). I loved all the meats. Also really enjoyed the desserts. This restaurant has great food, good service, friendly customers and great prices. Definitely will return! Nice place and nice customer service. It's the reason why my husband didn't want a reservation with another.",Business Category: Restaurants,Review Stars: 5.0
"The location itself is really spacious as well as the space with everything else is in the area. The food is ok and fresh even at temperatures in less than one hour. I ordered 3 rolls, a chocolate cupcake, and an eggnog with my partner's coffee. They even got my son's to try.",Business Category: Restaurants,Review Stars: 5.0
Thanks for the great food I ordered fresh from our restaurant and the whole experience really was worth every dollar - Thanks so much for your service. We have always found comfort in service and we are absolutely not disappointed. I was going to eat here since I like a quick dinner. And guess where else could,Business Category: Restaurants,Review Stars: 5.0
"Excellent Restaurant review. I ordered my order a day earlier with a little break but the food tasted fantastic. Not only have the tacos tasted fabulous and they are good too, but one part of their cuisine they specialize on are guacamole (a spicy fried potato tortilla) and pina colada and the combination",Business Category: Restaurants,Review Stars: 5.0
"This restaurant is amazing at that great pace with its unique combination of food (including homemade kohlrabi fried beef with tomato jimzuri fish tacos) It will definitely go back again from now on, for sure. They serve some pretty amazing food all in one restaurant in a really lovely atmosphere. You won",Business Category: Restaurants,Review Stars: 5.0
"The atmosphere has been fantastic. I am totally in love with their service. All food are fresh prepared, from the moment they arrive to after eating. Even though the menu is good I like the fact that everything the kitchen have available to cook. Everything you want the dish you order for. They know exactly what your",Business Category: Restaurants,Review Stars: 5.0
"You would never say 'no' before ordering your next favourite dish. That would be bad. They do allow you the opportunity not to put your orders in the service desk. And yes, I have been to the restaurant a couple years and have enjoyed their food and its wonderful service. Their staff are always there helping me",Business Category: Restaurants,Review Stars: 5.0
"posted at 4:42 pm. Updated 5:47 PM It's so great, is it not? I haven't yet tried a sandwich so I can't tell what flavor of meat I like, but what taste it, tastes very good. But, I will have to try something fresh and maybe they might have",Business Category: Restaurants,Review Stars: 5.0
"What we were looking for: Serviceable and friendly service, great food for those that love the good vibes. The staff was friendly as always and I think our order arrived fast, something I wouldn't normally order from a restaurant when we come back. All the desserts were delicious and there were several desserts on the",Business Category: Restaurants,Review Stars: 5.0
